Match Date,Player 1,Player 2,Player 1 Ranking,Player 2 Ranking,Player 1 Form,Player 2 Form,Head-to-Head Record,Surface,Weather,Match Outcome
2022-07-19,Holger Rune,Frances Tiafoe,20,3,0.61,0.94,4-0,Grass,Rainy,Holger Rune
2022-07-14,Stefanos Tsitsipas,Daniil Medvedev,13,19,0.59,0.58,3-2,Grass,Cloudy,Stefanos Tsitsipas
2022-06-26,Holger Rune,Carlos Alcaraz,1,19,0.76,0.72,0-0,Grass,Rainy,Holger Rune
2022-07-03,Novak Djokovic,Hubert Hurkacz,13,17,0.61,0.61,2-5,Grass,Windy,Hubert Hurkacz
2022-06-28,Hubert Hurkacz,Casper Ruud,3,18,0.78,0.59,4-4,Grass,Cloudy,Hubert Hurkacz
2022-07-02,Carlos Alcaraz,Alexander Zverev,3,17,0.68,0.6,1-1,Grass,Rainy,Carlos Alcaraz
2022-06-21,Taylor Fritz,Frances Tiafoe,3,10,0.83,0.55,5-3,Grass,Cloudy,Taylor Fritz
2022-06-29,Jannik Sinner,Carlos Alcaraz,14,4,0.62,0.64,3-4,Grass,Sunny,Carlos Alcaraz
2022-07-12,Frances Tiafoe,Hubert Hurkacz,6,4,0.81,0.56,0-5,Grass,Cloudy,Hubert Hurkacz
2022-06-25,Novak Djokovic,Daniil Medvedev,16,12,0.53,0.67,4-4,Grass,Rainy,Daniil Medvedev
2022-06-28,Stefanos Tsitsipas,Daniil Medvedev,9,4,0.82,0.7,0-2,Grass,Windy,Daniil Medvedev
2022-07-04,Andrey Rublev,Carlos Alcaraz,9,19,0.6,0.75,5-0,Grass,Windy,Andrey Rublev
2022-06-25,Andrey Rublev,Stefanos Tsitsipas,2,16,0.59,0.37,4-1,Grass,Rainy,Andrey Rublev
2022-06-21,Alexander Zverev,Carlos Alcaraz,19,4,0.6,0.66,1-5,Grass,Sunny,Carlos Alcaraz
2022-06-25,Novak Djokovic,Jannik Sinner,2,16,0.63,0.66,2-3,Grass,Cloudy,Novak Djokovic
2022-07-19,Novak Djokovic,Andrey Rublev,14,8,0.63,0.61,2-1,Grass,Windy,Novak Djokovic
2022-07-06,Hubert Hurkacz,Stefanos Tsitsipas,9,3,0.53,0.81,4-2,Grass,Sunny,Stefanos Tsitsipas
2022-06-22,Frances Tiafoe,Novak Djokovic,6,8,0.76,0.66,4-0,Grass,Windy,Frances Tiafoe
2022-06-20,Holger Rune,Alexander Zverev,10,11,0.83,0.53,0-4,Grass,Windy,Alexander Zverev
2022-07-04,Stefanos Tsitsipas,Jannik Sinner,10,19,0.5,0.49,2-5,Grass,Cloudy,Jannik Sinner
2022-06-24,Stefanos Tsitsipas,Taylor Fritz,16,7,0.59,0.7,5-4,Grass,Cloudy,Stefanos Tsitsipas
2022-07-20,Novak Djokovic,Casper Ruud,1,8,0.72,0.71,4-2,Grass,Sunny,Novak Djokovic
2022-07-03,Stefanos Tsitsipas,Novak Djokovic,13,10,0.49,0.79,0-1,Grass,Cloudy,Novak Djokovic
2022-07-18,Holger Rune,Novak Djokovic,5,9,0.69,0.77,0-0,Grass,Cloudy,Novak Djokovic
2022-07-06,Andrey Rublev,Casper Ruud,12,15,0.66,0.65,5-0,Grass,Sunny,Andrey Rublev
2022-07-03,Daniil Medvedev,Frances Tiafoe,13,3,0.68,0.76,4-4,Grass,Sunny,Frances Tiafoe
2022-07-12,Frances Tiafoe,Daniil Medvedev,8,10,0.73,0.78,2-2,Grass,Windy,Daniil Medvedev
2022-07-20,Hubert Hurkacz,Stefanos Tsitsipas,11,15,0.66,0.67,2-1,Grass,Sunny,Hubert Hurkacz
2022-07-04,Jannik Sinner,Daniil Medvedev,19,4,0.55,0.85,1-0,Grass,Cloudy,Daniil Medvedev
2022-07-04,Holger Rune,Stefanos Tsitsipas,14,4,0.54,0.89,4-2,Grass,Cloudy,Stefanos Tsitsipas
2022-07-16,Alexander Zverev,Holger Rune,9,4,0.66,0.57,0-1,Grass,Rainy,Holger Rune
2022-07-12,Hubert Hurkacz,Taylor Fritz,2,7,0.74,0.61,2-1,Grass,Sunny,Hubert Hurkacz
2022-06-28,Jannik Sinner,Stefanos Tsitsipas,13,17,0.7,0.51,0-5,Grass,Rainy,Stefanos Tsitsipas
2022-06-23,Daniil Medvedev,Novak Djokovic,13,15,0.58,0.41,4-5,Grass,Cloudy,Daniil Medvedev
2022-06-24,Holger Rune,Carlos Alcaraz,5,4,0.65,0.47,0-0,Grass,Cloudy,Holger Rune
2022-07-19,Jannik Sinner,Casper Ruud,12,3,0.47,0.8,4-4,Grass,Rainy,Casper Ruud
2022-06-22,Carlos Alcaraz,Novak Djokovic,3,7,0.8,0.72,5-3,Grass,Cloudy,Carlos Alcaraz
2022-07-16,Stefanos Tsitsipas,Carlos Alcaraz,2,15,0.63,0.6,0-1,Grass,Windy,Stefanos Tsitsipas
2022-06-25,Hubert Hurkacz,Casper Ruud,16,1,0.59,0.62,3-5,Grass,Windy,Casper Ruud
2022-06-21,Stefanos Tsitsipas,Jannik Sinner,6,9,0.84,0.75,2-3,Grass,Cloudy,Jannik Sinner
2022-07-03,Taylor Fritz,Hubert Hurkacz,20,8,0.53,0.67,5-2,Grass,Windy,Taylor Fritz
2022-07-03,Andrey Rublev,Holger Rune,2,3,0.75,0.52,2-3,Grass,Cloudy,Andrey Rublev
2022-07-02,Jannik Sinner,Frances Tiafoe,17,8,0.56,0.6,5-4,Grass,Sunny,Jannik Sinner
2022-07-02,Hubert Hurkacz,Stefanos Tsitsipas,16,18,0.49,0.54,3-2,Grass,Rainy,Hubert Hurkacz
2022-07-18,Alexander Zverev,Daniil Medvedev,1,11,0.92,0.7,4-1,Grass,Sunny,Alexander Zverev
2022-06-25,Alexander Zverev,Novak Djokovic,16,17,0.53,0.64,2-4,Grass,Cloudy,Novak Djokovic
2022-07-14,Carlos Alcaraz,Jannik Sinner,8,9,0.81,0.75,4-5,Grass,Sunny,Jannik Sinner
2022-07-08,Jannik Sinner,Taylor Fritz,13,12,0.63,0.57,1-1,Grass,Cloudy,Jannik Sinner
2022-07-20,Stefanos Tsitsipas,Hubert Hurkacz,19,1,0.63,0.78,5-5,Grass,Rainy,Hubert Hurkacz
2022-06-25,Taylor Fritz,Hubert Hurkacz,5,19,0.79,0.62,1-3,Grass,Rainy,Hubert Hurkacz
2022-06-20,Holger Rune,Novak Djokovic,3,2,0.82,0.68,1-4,Grass,Cloudy,Novak Djokovic
2022-06-30,Andrey Rublev,Holger Rune,1,11,0.87,0.66,4-1,Grass,Cloudy,Andrey Rublev
2022-07-14,Hubert Hurkacz,Daniil Medvedev,11,2,0.85,0.66,0-1,Grass,Cloudy,Daniil Medvedev
2022-07-08,Carlos Alcaraz,Andrey Rublev,12,3,0.8,0.74,2-5,Grass,Windy,Andrey Rublev
2022-07-15,Carlos Alcaraz,Stefanos Tsitsipas,10,11,0.58,0.59,1-1,Grass,Windy,Stefanos Tsitsipas
2022-06-27,Frances Tiafoe,Holger Rune,11,6,0.61,0.73,5-4,Grass,Rainy,Holger Rune
2022-06-24,Frances Tiafoe,Taylor Fritz,6,13,0.74,0.56,2-5,Grass,Rainy,Taylor Fritz
2022-07-09,Daniil Medvedev,Novak Djokovic,19,13,0.56,0.83,4-0,Grass,Cloudy,Daniil Medvedev
2022-06-30,Stefanos Tsitsipas,Taylor Fritz,8,19,0.84,0.6,0-3,Grass,Cloudy,Taylor Fritz
2022-07-16,Hubert Hurkacz,Carlos Alcaraz,8,12,0.67,0.64,2-1,Grass,Sunny,Hubert Hurkacz
2022-06-27,Hubert Hurkacz,Frances Tiafoe,11,15,0.7,0.5,0-2,Grass,Cloudy,Frances Tiafoe
2022-06-21,Hubert Hurkacz,Carlos Alcaraz,12,9,0.6,0.49,0-5,Grass,Sunny,Carlos Alcaraz
2022-07-01,Casper Ruud,Holger Rune,14,6,0.65,0.75,3-3,Grass,Windy,Holger Rune
2022-06-25,Andrey Rublev,Casper Ruud,4,16,0.66,0.75,4-5,Grass,Cloudy,Casper Ruud
2022-07-20,Holger Rune,Carlos Alcaraz,2,10,0.61,0.5,0-2,Grass,Rainy,Holger Rune
2022-07-07,Carlos Alcaraz,Hubert Hurkacz,11,6,0.66,0.79,3-1,Grass,Sunny,Carlos Alcaraz
2022-07-03,Carlos Alcaraz,Stefanos Tsitsipas,20,20,0.72,0.5,3-5,Grass,Sunny,Stefanos Tsitsipas
2022-06-30,Frances Tiafoe,Daniil Medvedev,20,14,0.66,0.61,1-0,Grass,Sunny,Frances Tiafoe
2022-07-11,Jannik Sinner,Hubert Hurkacz,14,18,0.59,0.66,5-5,Grass,Rainy,Hubert Hurkacz
2022-06-24,Alexander Zverev,Hubert Hurkacz,8,4,0.74,0.55,0-3,Grass,Windy,Hubert Hurkacz
2022-06-26,Novak Djokovic,Stefanos Tsitsipas,1,14,0.89,0.75,0-2,Grass,Windy,Novak Djokovic
2022-07-05,Carlos Alcaraz,Novak Djokovic,7,6,0.62,0.73,5-2,Grass,Sunny,Carlos Alcaraz
2022-06-22,Carlos Alcaraz,Alexander Zverev,13,16,0.67,0.62,3-5,Grass,Rainy,Alexander Zverev
2022-06-25,Frances Tiafoe,Andrey Rublev,13,6,0.56,0.62,2-3,Grass,Rainy,Andrey Rublev
2022-07-16,Holger Rune,Novak Djokovic,9,15,0.66,0.72,3-2,Grass,Cloudy,Holger Rune
2022-06-22,Alexander Zverev,Taylor Fritz,2,5,0.78,0.66,5-5,Grass,Sunny,Alexander Zverev
2022-07-16,Frances Tiafoe,Stefanos Tsitsipas,18,14,0.65,0.33,4-1,Grass,Sunny,Frances Tiafoe
2022-07-05,Casper Ruud,Andrey Rublev,14,18,0.72,0.4,5-3,Grass,Cloudy,Casper Ruud
2022-06-23,Alexander Zverev,Carlos Alcaraz,13,2,0.58,0.62,4-4,Grass,Cloudy,Carlos Alcaraz
2022-07-03,Holger Rune,Daniil Medvedev,6,7,0.56,0.8,1-1,Grass,Sunny,Daniil Medvedev
2022-06-30,Carlos Alcaraz,Frances Tiafoe,14,7,0.56,0.71,5-1,Grass,Rainy,Carlos Alcaraz
2022-07-17,Hubert Hurkacz,Carlos Alcaraz,3,13,0.72,0.67,4-3,Grass,Rainy,Hubert Hurkacz
2022-06-23,Alexander Zverev,Andrey Rublev,15,1,0.61,0.61,5-4,Grass,Windy,Andrey Rublev
2022-07-19,Casper Ruud,Daniil Medvedev,5,19,0.8,0.51,4-4,Grass,Sunny,Casper Ruud
2022-06-28,Carlos Alcaraz,Taylor Fritz,4,10,0.55,0.61,4-2,Grass,Windy,Carlos Alcaraz
2022-06-25,Casper Ruud,Frances Tiafoe,16,19,0.74,0.65,4-3,Grass,Sunny,Casper Ruud
2022-06-21,Alexander Zverev,Casper Ruud,5,20,0.67,0.52,4-5,Grass,Windy,Alexander Zverev
2022-07-18,Casper Ruud,Stefanos Tsitsipas,8,2,0.64,0.94,5-3,Grass,Rainy,Stefanos Tsitsipas
2022-07-17,Stefanos Tsitsipas,Novak Djokovic,11,10,0.68,0.69,2-2,Grass,Windy,Novak Djokovic
2022-07-14,Hubert Hurkacz,Frances Tiafoe,4,8,0.81,0.69,1-2,Grass,Windy,Hubert Hurkacz
2022-07-04,Stefanos Tsitsipas,Alexander Zverev,14,20,0.58,0.53,5-0,Grass,Cloudy,Stefanos Tsitsipas
2022-06-22,Jannik Sinner,Casper Ruud,16,17,0.58,0.58,2-0,Grass,Cloudy,Jannik Sinner
2022-06-25,Alexander Zverev,Andrey Rublev,13,5,0.69,0.71,4-4,Grass,Sunny,Andrey Rublev
2022-07-19,Jannik Sinner,Hubert Hurkacz,2,8,0.8,0.66,0-3,Grass,Sunny,Hubert Hurkacz
2022-07-10,Stefanos Tsitsipas,Jannik Sinner,9,12,0.67,0.43,3-4,Grass,Windy,Stefanos Tsitsipas
2022-06-25,Carlos Alcaraz,Frances Tiafoe,1,8,0.83,0.7,2-3,Grass,Windy,Carlos Alcaraz
2022-07-13,Holger Rune,Taylor Fritz,18,12,0.67,0.34,2-1,Grass,Rainy,Holger Rune
2022-07-17,Hubert Hurkacz,Carlos Alcaraz,10,1,0.86,0.73,3-0,Grass,Cloudy,Hubert Hurkacz
2022-07-10,Taylor Fritz,Jannik Sinner,8,8,0.78,0.57,5-1,Grass,Rainy,Taylor Fritz
2022-07-09,Casper Ruud,Andrey Rublev,1,1,0.8,0.63,3-1,Grass,Cloudy,Casper Ruud
2022-07-03,Novak Djokovic,Jannik Sinner,9,20,0.6,0.74,2-5,Grass,Rainy,Jannik Sinner
2022-07-11,Casper Ruud,Stefanos Tsitsipas,15,9,0.58,0.68,1-3,Grass,Rainy,Stefanos Tsitsipas
2022-07-07,Andrey Rublev,Taylor Fritz,13,19,0.71,0.61,0-0,Grass,Rainy,Andrey Rublev
2022-07-05,Frances Tiafoe,Taylor Fritz,20,10,0.57,0.69,2-5,Grass,Sunny,Taylor Fritz
2022-06-26,Carlos Alcaraz,Stefanos Tsitsipas,9,11,0.9,0.63,2-2,Grass,Rainy,Carlos Alcaraz
2022-07-11,Daniil Medvedev,Andrey Rublev,8,2,0.69,0.84,4-3,Grass,Rainy,Andrey Rublev
2022-07-02,Daniil Medvedev,Novak Djokovic,16,10,0.7,0.77,2-3,Grass,Windy,Novak Djokovic
2022-07-11,Hubert Hurkacz,Novak Djokovic,19,19,0.62,0.45,1-2,Grass,Cloudy,Hubert Hurkacz
2022-07-16,Andrey Rublev,Frances Tiafoe,16,12,0.75,0.52,4-2,Grass,Cloudy,Andrey Rublev
2022-07-13,Frances Tiafoe,Andrey Rublev,6,10,0.72,0.57,0-3,Grass,Cloudy,Andrey Rublev
2022-07-01,Alexander Zverev,Andrey Rublev,6,11,0.68,0.67,5-0,Grass,Cloudy,Alexander Zverev
2022-07-04,Jannik Sinner,Alexander Zverev,14,11,0.64,0.68,2-2,Grass,Rainy,Alexander Zverev
2022-07-05,Carlos Alcaraz,Holger Rune,2,19,0.89,0.61,4-4,Grass,Sunny,Carlos Alcaraz
2022-06-21,Jannik Sinner,Andrey Rublev,4,13,0.69,0.72,4-2,Grass,Windy,Jannik Sinner
2022-06-24,Daniil Medvedev,Hubert Hurkacz,7,11,0.8,0.52,3-4,Grass,Windy,Daniil Medvedev
2022-06-30,Stefanos Tsitsipas,Daniil Medvedev,3,16,0.78,0.66,2-5,Grass,Cloudy,Daniil Medvedev
2022-07-08,Frances Tiafoe,Novak Djokovic,1,15,0.71,0.74,2-1,Grass,Cloudy,Frances Tiafoe
2022-07-02,Daniil Medvedev,Holger Rune,3,5,0.7,0.71,4-3,Grass,Windy,Daniil Medvedev
2022-07-13,Casper Ruud,Holger Rune,13,1,0.6,0.74,0-4,Grass,Cloudy,Holger Rune
2022-07-10,Stefanos Tsitsipas,Novak Djokovic,11,17,0.53,0.44,1-0,Grass,Sunny,Stefanos Tsitsipas
2022-07-02,Hubert Hurkacz,Jannik Sinner,8,12,0.83,0.55,2-1,Grass,Sunny,Hubert Hurkacz
2022-07-20,Andrey Rublev,Taylor Fritz,10,6,0.55,0.47,0-0,Grass,Rainy,Andrey Rublev
2022-07-18,Alexander Zverev,Holger Rune,17,20,0.52,0.42,4-2,Grass,Windy,Alexander Zverev
2022-07-20,Frances Tiafoe,Daniil Medvedev,11,16,0.8,0.69,2-1,Grass,Cloudy,Frances Tiafoe
2022-07-13,Casper Ruud,Novak Djokovic,8,8,0.6,0.9,5-1,Grass,Cloudy,Casper Ruud
2022-07-02,Novak Djokovic,Taylor Fritz,17,6,0.68,0.66,0-2,Grass,Sunny,Taylor Fritz
2022-07-11,Frances Tiafoe,Alexander Zverev,18,20,0.32,0.78,0-4,Grass,Sunny,Alexander Zverev
2022-07-04,Carlos Alcaraz,Frances Tiafoe,1,2,0.6,0.57,5-0,Grass,Windy,Carlos Alcaraz
2022-06-26,Casper Ruud,Carlos Alcaraz,18,9,0.67,0.9,3-5,Grass,Cloudy,Carlos Alcaraz
2022-07-11,Hubert Hurkacz,Frances Tiafoe,1,10,0.88,0.71,3-5,Grass,Sunny,Hubert Hurkacz
2022-07-16,Andrey Rublev,Alexander Zverev,20,20,0.61,0.64,5-1,Grass,Windy,Andrey Rublev
2022-07-05,Carlos Alcaraz,Andrey Rublev,20,4,0.63,0.74,2-0,Grass,Sunny,Carlos Alcaraz
2022-07-12,Jannik Sinner,Taylor Fritz,7,9,0.69,0.65,4-1,Grass,Rainy,Jannik Sinner
2022-07-12,Casper Ruud,Alexander Zverev,6,2,0.61,0.7,4-3,Grass,Cloudy,Alexander Zverev
2022-07-19,Holger Rune,Stefanos Tsitsipas,8,1,0.5,0.73,0-5,Grass,Sunny,Stefanos Tsitsipas
2022-07-13,Carlos Alcaraz,Taylor Fritz,16,5,0.49,0.59,0-4,Grass,Sunny,Taylor Fritz
2022-07-04,Hubert Hurkacz,Carlos Alcaraz,9,8,0.68,0.81,3-2,Grass,Rainy,Hubert Hurkacz
2022-07-03,Novak Djokovic,Carlos Alcaraz,6,2,0.78,0.57,2-2,Grass,Rainy,Carlos Alcaraz
2022-06-30,Hubert Hurkacz,Carlos Alcaraz,4,2,0.61,0.82,0-1,Grass,Cloudy,Carlos Alcaraz
2022-07-16,Stefanos Tsitsipas,Holger Rune,20,9,0.45,0.64,5-0,Grass,Rainy,Stefanos Tsitsipas
2022-07-16,Stefanos Tsitsipas,Daniil Medvedev,4,13,0.77,0.52,3-3,Grass,Rainy,Stefanos Tsitsipas
2022-07-20,Casper Ruud,Holger Rune,14,6,0.62,0.56,0-1,Grass,Sunny,Holger Rune
2022-06-25,Daniil Medvedev,Carlos Alcaraz,14,19,0.55,0.59,3-4,Grass,Windy,Carlos Alcaraz
2022-07-05,Taylor Fritz,Casper Ruud,12,20,0.47,0.59,0-5,Grass,Cloudy,Casper Ruud
2022-07-10,Holger Rune,Carlos Alcaraz,14,15,0.61,0.66,0-0,Grass,Rainy,Carlos Alcaraz
2022-07-20,Stefanos Tsitsipas,Novak Djokovic,17,19,0.6,0.7,5-4,Grass,Cloudy,Stefanos Tsitsipas
2022-07-03,Frances Tiafoe,Stefanos Tsitsipas,17,17,0.59,0.54,5-5,Grass,Sunny,Frances Tiafoe
2022-06-24,Frances Tiafoe,Jannik Sinner,16,12,0.6,0.68,5-5,Grass,Windy,Jannik Sinner
2022-07-17,Andrey Rublev,Taylor Fritz,2,1,0.73,0.74,5-1,Grass,Windy,Andrey Rublev
2022-06-28,Holger Rune,Daniil Medvedev,3,16,0.65,0.52,2-1,Grass,Rainy,Holger Rune
2022-07-16,Novak Djokovic,Andrey Rublev,8,18,0.53,0.74,5-3,Grass,Windy,Novak Djokovic
2022-07-17,Jannik Sinner,Carlos Alcaraz,15,15,0.48,0.53,4-3,Grass,Sunny,Jannik Sinner
2022-06-23,Holger Rune,Hubert Hurkacz,11,4,0.57,0.8,3-5,Grass,Sunny,Hubert Hurkacz
2022-07-15,Casper Ruud,Hubert Hurkacz,2,18,0.7,0.69,4-0,Grass,Sunny,Casper Ruud
2022-07-20,Taylor Fritz,Hubert Hurkacz,10,17,0.58,0.61,4-1,Grass,Windy,Taylor Fritz
2022-07-12,Stefanos Tsitsipas,Hubert Hurkacz,2,8,0.65,0.88,3-2,Grass,Windy,Stefanos Tsitsipas
2022-06-20,Frances Tiafoe,Stefanos Tsitsipas,15,4,0.48,0.74,0-5,Grass,Cloudy,Stefanos Tsitsipas
2022-06-21,Stefanos Tsitsipas,Hubert Hurkacz,10,18,0.71,0.61,4-2,Grass,Sunny,Stefanos Tsitsipas
2022-06-26,Daniil Medvedev,Holger Rune,5,14,0.68,0.6,0-2,Grass,Cloudy,Holger Rune
2022-06-23,Carlos Alcaraz,Casper Ruud,7,15,0.68,0.59,1-5,Grass,Rainy,Casper Ruud
2022-07-20,Casper Ruud,Novak Djokovic,19,4,0.66,0.93,3-3,Grass,Cloudy,Novak Djokovic
2022-07-19,Holger Rune,Novak Djokovic,17,2,0.52,0.59,4-3,Grass,Windy,Novak Djokovic
2022-07-02,Andrey Rublev,Daniil Medvedev,19,6,0.55,0.95,5-1,Grass,Sunny,Andrey Rublev
2022-07-09,Frances Tiafoe,Taylor Fritz,20,11,0.47,0.8,4-3,Grass,Windy,Taylor Fritz
2022-07-15,Hubert Hurkacz,Jannik Sinner,9,13,0.83,0.56,2-2,Grass,Windy,Hubert Hurkacz
2022-07-16,Daniil Medvedev,Hubert Hurkacz,14,20,0.67,0.71,5-5,Grass,Rainy,Hubert Hurkacz
2022-06-26,Hubert Hurkacz,Andrey Rublev,11,18,0.6,0.55,5-1,Grass,Cloudy,Hubert Hurkacz
2022-07-06,Taylor Fritz,Alexander Zverev,12,5,0.57,0.6,5-5,Grass,Cloudy,Alexander Zverev
2022-07-08,Andrey Rublev,Frances Tiafoe,11,4,0.58,0.59,2-4,Grass,Windy,Frances Tiafoe
2022-07-06,Taylor Fritz,Frances Tiafoe,14,18,0.61,0.49,2-3,Grass,Sunny,Frances Tiafoe
2022-06-26,Carlos Alcaraz,Novak Djokovic,13,5,0.64,0.54,0-5,Grass,Sunny,Novak Djokovic
2022-06-26,Alexander Zverev,Daniil Medvedev,10,9,0.68,0.74,1-0,Grass,Rainy,Alexander Zverev
2022-07-13,Andrey Rublev,Novak Djokovic,12,15,0.43,0.64,0-4,Grass,Cloudy,Novak Djokovic
2022-07-12,Frances Tiafoe,Andrey Rublev,13,8,0.74,0.55,4-5,Grass,Rainy,Andrey Rublev
2022-07-20,Frances Tiafoe,Novak Djokovic,13,13,0.79,0.66,3-5,Grass,Rainy,Novak Djokovic
2022-07-16,Andrey Rublev,Novak Djokovic,1,9,0.67,0.65,1-4,Grass,Windy,Andrey Rublev
2022-07-14,Jannik Sinner,Frances Tiafoe,12,19,0.69,0.57,4-5,Grass,Cloudy,Frances Tiafoe
2022-06-25,Hubert Hurkacz,Jannik Sinner,10,15,0.7,0.51,1-5,Grass,Sunny,Jannik Sinner
2022-07-07,Daniil Medvedev,Andrey Rublev,4,13,0.73,0.48,0-3,Grass,Rainy,Andrey Rublev
2022-07-04,Alexander Zverev,Daniil Medvedev,6,19,0.68,0.47,2-0,Grass,Rainy,Alexander Zverev
2022-07-14,Hubert Hurkacz,Daniil Medvedev,2,5,0.66,0.82,2-4,Grass,Sunny,Daniil Medvedev
2022-06-22,Frances Tiafoe,Taylor Fritz,10,16,0.76,0.65,4-4,Grass,Rainy,Frances Tiafoe
2022-07-15,Hubert Hurkacz,Stefanos Tsitsipas,17,8,0.47,0.64,1-4,Grass,Sunny,Stefanos Tsitsipas
2022-07-01,Andrey Rublev,Daniil Medvedev,14,18,0.73,0.58,4-3,Grass,Sunny,Andrey Rublev
2022-07-20,Jannik Sinner,Hubert Hurkacz,11,11,0.87,0.68,2-2,Grass,Cloudy,Jannik Sinner
2022-07-11,Taylor Fritz,Andrey Rublev,16,18,0.61,0.54,5-0,Grass,Sunny,Taylor Fritz
2022-07-11,Stefanos Tsitsipas,Holger Rune,8,20,0.68,0.53,4-1,Grass,Sunny,Stefanos Tsitsipas
2022-06-20,Stefanos Tsitsipas,Casper Ruud,4,13,0.78,0.72,2-4,Grass,Rainy,Casper Ruud
2022-06-29,Andrey Rublev,Stefanos Tsitsipas,17,17,0.5,0.45,3-3,Grass,Sunny,Andrey Rublev
2022-07-20,Frances Tiafoe,Jannik Sinner,11,17,0.46,0.63,0-0,Grass,Cloudy,Jannik Sinner
2022-07-17,Andrey Rublev,Hubert Hurkacz,1,3,0.63,0.5,1-5,Grass,Cloudy,Hubert Hurkacz
2022-07-10,Frances Tiafoe,Casper Ruud,4,7,0.75,0.93,4-5,Grass,Windy,Casper Ruud
2022-06-21,Carlos Alcaraz,Frances Tiafoe,5,1,0.7,0.82,3-5,Grass,Rainy,Frances Tiafoe
2022-07-08,Carlos Alcaraz,Hubert Hurkacz,2,6,0.74,0.68,2-4,Grass,Sunny,Hubert Hurkacz
2022-07-03,Jannik Sinner,Alexander Zverev,14,13,0.7,0.59,3-5,Grass,Windy,Alexander Zverev
2022-07-14,Stefanos Tsitsipas,Novak Djokovic,13,4,0.65,0.74,4-0,Grass,Sunny,Stefanos Tsitsipas
2022-06-29,Hubert Hurkacz,Taylor Fritz,2,3,0.66,0.82,2-4,Grass,Sunny,Taylor Fritz
2022-07-02,Frances Tiafoe,Alexander Zverev,20,3,0.53,0.64,2-3,Grass,Windy,Alexander Zverev
2022-07-13,Frances Tiafoe,Novak Djokovic,16,6,0.64,0.6,4-1,Grass,Cloudy,Frances Tiafoe
2022-07-20,Casper Ruud,Andrey Rublev,10,5,0.65,0.7,2-5,Grass,Rainy,Andrey Rublev
2022-07-08,Novak Djokovic,Andrey Rublev,18,5,0.68,0.75,0-0,Grass,Sunny,Andrey Rublev
2022-07-13,Taylor Fritz,Casper Ruud,18,18,0.57,0.65,0-2,Grass,Cloudy,Casper Ruud
2022-06-25,Hubert Hurkacz,Stefanos Tsitsipas,7,14,0.82,0.67,5-4,Grass,Cloudy,Hubert Hurkacz
2022-07-11,Daniil Medvedev,Jannik Sinner,20,9,0.55,0.53,1-0,Grass,Cloudy,Daniil Medvedev
2022-06-29,Taylor Fritz,Novak Djokovic,18,15,0.46,0.57,5-4,Grass,Sunny,Taylor Fritz
2022-07-20,Frances Tiafoe,Carlos Alcaraz,9,4,0.6,0.69,1-5,Grass,Windy,Carlos Alcaraz
2022-07-18,Stefanos Tsitsipas,Hubert Hurkacz,5,8,0.71,0.72,0-2,Grass,Sunny,Hubert Hurkacz
2022-07-12,Jannik Sinner,Stefanos Tsitsipas,16,15,0.58,0.65,2-4,Grass,Rainy,Stefanos Tsitsipas
2022-06-25,Taylor Fritz,Daniil Medvedev,19,19,0.57,0.36,2-2,Grass,Windy,Taylor Fritz
2022-06-28,Novak Djokovic,Stefanos Tsitsipas,8,8,0.58,0.66,5-5,Grass,Windy,Stefanos Tsitsipas
2022-07-14,Stefanos Tsitsipas,Daniil Medvedev,11,16,0.52,0.65,3-3,Grass,Rainy,Daniil Medvedev
2022-07-16,Alexander Zverev,Holger Rune,18,4,0.72,0.83,1-5,Grass,Sunny,Holger Rune
2022-07-13,Alexander Zverev,Daniil Medvedev,18,7,0.55,0.83,2-5,Grass,Sunny,Daniil Medvedev
2022-07-14,Carlos Alcaraz,Novak Djokovic,17,1,0.59,0.71,4-4,Grass,Windy,Novak Djokovic
2022-07-10,Taylor Fritz,Jannik Sinner,2,18,0.67,0.54,2-4,Grass,Windy,Taylor Fritz
2022-06-24,Daniil Medvedev,Stefanos Tsitsipas,13,8,0.58,0.69,4-5,Grass,Rainy,Stefanos Tsitsipas
2022-07-11,Holger Rune,Andrey Rublev,17,3,0.6,0.72,3-2,Grass,Sunny,Andrey Rublev
2022-06-25,Jannik Sinner,Taylor Fritz,6,17,0.73,0.7,1-3,Grass,Cloudy,Taylor Fritz
2022-07-14,Taylor Fritz,Hubert Hurkacz,5,16,0.79,0.44,2-0,Grass,Cloudy,Taylor Fritz
2022-07-11,Holger Rune,Jannik Sinner,3,9,0.46,0.75,2-1,Grass,Sunny,Holger Rune
2022-06-21,Jannik Sinner,Andrey Rublev,12,13,0.49,0.6,3-3,Grass,Sunny,Andrey Rublev
2022-07-08,Frances Tiafoe,Stefanos Tsitsipas,4,17,0.59,0.4,5-2,Grass,Rainy,Frances Tiafoe
2022-07-08,Andrey Rublev,Taylor Fritz,6,13,0.74,0.7,5-3,Grass,Rainy,Andrey Rublev
2022-07-01,Frances Tiafoe,Carlos Alcaraz,17,9,0.52,0.4,3-1,Grass,Windy,Frances Tiafoe
2022-07-04,Stefanos Tsitsipas,Holger Rune,16,20,0.54,0.59,0-4,Grass,Cloudy,Holger Rune
2022-06-24,Daniil Medvedev,Jannik Sinner,3,17,0.57,0.6,5-2,Grass,Cloudy,Daniil Medvedev
